name,affiliation,orig_affiliation,revenue,employees
Si Hyeong Jo,"PHARMA RESEARCH BIO CO., LTD.","PHARMA RESEARCH BIO CO., LTD.",9868.2115967304,70
Ki-Seok Kang,"PHARMA RESEARCH BIO CO., LTD.","PHARMA RESEARCH BIO CO., LTD.",9868.2115967304,70
Dr. Chang Ho Kim,"PHARMA RESEARCH BIO CO., LTD.","PHARMA RESEARCH BIO CO., LTD.",9868.2115967304,70
Man Seok Kim,"PHARMA RESEARCH BIO CO., LTD.","PHARMA RESEARCH BIO CO., LTD.",9868.2115967304,70
Mr Tae Gyun Kim,"PHARMA RESEARCH BIO CO., LTD.","PHARMA RESEARCH BIO CO., LTD.",9868.2115967304,70
Ms Myeong Gyu Yu,"PHARMA RESEARCH BIO CO., LTD.","PHARMA RESEARCH BIO CO., LTD.",9868.2115967304,70
Mr Chao Guo,"HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.","HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.",9860.43241070211,NA
Mr Tong Xia,"HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.","HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.",9860.43241070211,NA
Ms Ting Chen,"HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.","HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.",9860.43241070211,NA
Mr Zhenyong Ji,"HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.","HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.",9860.43241070211,NA
Bing Wei,"HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.","HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.",9860.43241070211,NA
Mr Lan Zhao,"HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.","HEBEI AIERHAITAI PHARMACEUTICAL CO., LTD.",9860.43241070211,NA
Mr Yanfang Qiu,"CHIFENG BOKANG PHARMACEUTICAL CO., LTD.","INNER MONGOLIA PUKANG PHARMACEUTICAL CO., LTD. (GUO: CHIFENG BOKANG PHARMACEUTICAL CO., LTD.)",9854.62635007501,57
Mr Jing Ge,"CHIFENG BOKANG PHARMACEUTICAL CO., LTD.","INNER MONGOLIA PUKANG PHARMACEUTICAL CO., LTD. (GUO: CHIFENG BOKANG PHARMACEUTICAL CO., LTD.)",9854.62635007501,57
Mr Chijian Shen,"CHIFENG BOKANG PHARMACEUTICAL CO., LTD.","INNER MONGOLIA PUKANG PHARMACEUTICAL CO., LTD. (GUO: CHIFENG BOKANG PHARMACEUTICAL CO., LTD.)",9854.62635007501,57
Mr Dajian Yang,"CHIFENG BOKANG PHARMACEUTICAL CO., LTD.","INNER MONGOLIA PUKANG PHARMACEUTICAL CO., LTD. (GUO: CHIFENG BOKANG PHARMACEUTICAL CO., LTD.)",9854.62635007501,57
Mr Yu Zhao,"CHIFENG BOKANG PHARMACEUTICAL CO., LTD.","INNER MONGOLIA PUKANG PHARMACEUTICAL CO., LTD. (GUO: CHIFENG BOKANG PHARMACEUTICAL CO., LTD.)",9854.62635007501,57
Fake Duan,"SHANDONG LUKANG MEDICINE GROUP SAITE CO., LTD. DONGYUE BRANCH","SHANDONG LUKANG MEDICINE GROUP SAITE CO., LTD. DONGYUE BRANCH",9843.28060531616,215
Mr Dingwang Han,DINGWANG HAN,"HAINAN WEIKANG PHARMACEUTICAL (QIANSHAN) CO., LTD. (GUO: DINGWANG HAN)",9832.80851775408,NA
Mr Yanan Wu,MR YANAN WU,"SHANGQIU TIANLONG MEDICINE CO.,LTD. (GUO: MR YANAN WU)",9826.38789254427,NA
Mr Wensheng Guo,"WUHAN CHANGLIAN LAIFU PHARMACEUTICAL CO.,LTD.","HUBEI CHANGLIAN DULE PHARMACEUTICAL CO., LTD. (GUO: WUHAN CHANGLIAN LAIFU PHARMACEUTICAL CO.,LTD.)",9818.8496991992,348
Xiang Liu,"WUHAN CHANGLIAN LAIFU PHARMACEUTICAL CO.,LTD.","HUBEI CHANGLIAN DULE PHARMACEUTICAL CO., LTD. (GUO: WUHAN CHANGLIAN LAIFU PHARMACEUTICAL CO.,LTD.)",9818.8496991992,348
Mr Jianguo Xiao,"WUHAN CHANGLIAN LAIFU PHARMACEUTICAL CO.,LTD.","HUBEI CHANGLIAN DULE PHARMACEUTICAL CO., LTD. (GUO: WUHAN CHANGLIAN LAIFU PHARMACEUTICAL CO.,LTD.)",9818.8496991992,348
Mr Rongbang Yan,"WUHAN CHANGLIAN LAIFU PHARMACEUTICAL CO.,LTD.","HUBEI CHANGLIAN DULE PHARMACEUTICAL CO., LTD. (GUO: WUHAN CHANGLIAN LAIFU PHARMACEUTICAL CO.,LTD.)",9818.8496991992,348
Mr Qi Zhang,"WUHAN CHANGLIAN LAIFU PHARMACEUTICAL CO.,LTD.","HUBEI CHANGLIAN DULE PHARMACEUTICAL CO., LTD. (GUO: WUHAN CHANGLIAN LAIFU PHARMACEUTICAL CO.,LTD.)",9818.8496991992,348
Mr Xinmin Zhao,"XINJIANG BIOCHEMICAL PHARMACEUTICAL CO., LTD.","XINJIANG BIOCHEMICAL PHARMACEUTICAL CO., LTD.",9816.31012764573,178
Feiyi Yang,KAI TAI PHARMACEUTICAL (HOLDINGS) LIMITED,"ZHONGSHAN QITAI CHINESE TRADITIONAL MEDICINE ELECTUARY  CO., LTD. (GUO: KAI TAI PHARMACEUTICAL (HOLDINGS) LIMITED)",9807.32173059881,302
Mr Ziyue Cai,KAI TAI PHARMACEUTICAL (HOLDINGS) LIMITED,"ZHONGSHAN QITAI CHINESE TRADITIONAL MEDICINE ELECTUARY  CO., LTD. (GUO: KAI TAI PHARMACEUTICAL (HOLDINGS) LIMITED)",9807.32173059881,302
Mr Guoyang Wen,KAI TAI PHARMACEUTICAL (HOLDINGS) LIMITED,"ZHONGSHAN QITAI CHINESE TRADITIONAL MEDICINE ELECTUARY  CO., LTD. (GUO: KAI TAI PHARMACEUTICAL (HOLDINGS) LIMITED)",9807.32173059881,302
Shaoling Yang,KAI TAI PHARMACEUTICAL (HOLDINGS) LIMITED,"ZHONGSHAN QITAI CHINESE TRADITIONAL MEDICINE ELECTUARY  CO., LTD. (GUO: KAI TAI PHARMACEUTICAL (HOLDINGS) LIMITED)",9807.32173059881,302
Ms Haizi Zhang,KAI TAI PHARMACEUTICAL (HOLDINGS) LIMITED,"ZHONGSHAN QITAI CHINESE TRADITIONAL MEDICINE ELECTUARY  CO., LTD. (GUO: KAI TAI PHARMACEUTICAL (HOLDINGS) LIMITED)",9807.32173059881,302
Mr Hancheng Zhang,MR HANCHENG ZHANG,"ANHUI JI SHUN TRADITIONAL CHINESE MEDICINE DRINK SHEET CO., LTD. (GUO: MR HANCHENG ZHANG)",9784.38809335232,120
Mr Guiyou Lin,"SICHUAN JIUZHENTANG BIOTECHNOLOGY CO., LTD.","SICHUAN DERENTANG CHINESE MEDICINE TECHNOLOGY CO., LTD. (GUO: SICHUAN JIUZHENTANG BIOTECHNOLOGY CO., LTD.)",9782.39877453446,110
Mr Jinyuan Liao,"SICHUAN JIUZHENTANG BIOTECHNOLOGY CO., LTD.","SICHUAN DERENTANG CHINESE MEDICINE TECHNOLOGY CO., LTD. (GUO: SICHUAN JIUZHENTANG BIOTECHNOLOGY CO., LTD.)",9782.39877453446,110
Mr Changbin Lin,"SICHUAN JIUZHENTANG BIOTECHNOLOGY CO., LTD.","SICHUAN DERENTANG CHINESE MEDICINE TECHNOLOGY CO., LTD. (GUO: SICHUAN JIUZHENTANG BIOTECHNOLOGY CO., LTD.)",9782.39877453446,110
Mr Falong Yang,"SICHUAN JIUZHENTANG BIOTECHNOLOGY CO., LTD.","SICHUAN DERENTANG CHINESE MEDICINE TECHNOLOGY CO., LTD. (GUO: SICHUAN JIUZHENTANG BIOTECHNOLOGY CO., LTD.)",9782.39877453446,110
Xiaoping Zhou,"SICHUAN JIUZHENTANG BIOTECHNOLOGY CO., LTD.","SICHUAN DERENTANG CHINESE MEDICINE TECHNOLOGY CO., LTD. (GUO: SICHUAN JIUZHENTANG BIOTECHNOLOGY CO., LTD.)",9782.39877453446,110
Ms Hui Huang,"NINGXIA QIYUAN PHARMACEUTICAL CO., LTD.","NINGXIA QIYUAN CHINESE MEDICINE CO., LTD. (GUO: NINGXIA QIYUAN PHARMACEUTICAL CO., LTD.)",9774.14637422562,327
Mr Michael Forbes,ADASTRA HOLDINGS LTD,ADASTRA HOLDINGS LTD,9773.57966065407,NA
Mr Paul Morgan,ADASTRA HOLDINGS LTD,ADASTRA HOLDINGS LTD,9773.57966065407,NA
Smoke Wallin,ADASTRA HOLDINGS LTD,ADASTRA HOLDINGS LTD,9773.57966065407,NA
Mr Patrick Donald Davies,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Ms Dianne Margaret Angus,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Mr Joseph Peter Basile,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Dr Jenny Lee Harry,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Mr Jonathan Charles Pilcher,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Dr Trevor Donald Scott,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Mr Clive Blower,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Ms Virginie Durez,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Ms Lauren Elizabeth Frazer,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Mr Lawrence Glass,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Dr Nancy Jones,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Mr Simon James Walter Shaw,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Ms Liza Squires,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Mr Gerry Zhao,NEUREN PHARMACEUTICALS LIMITED,NEUREN PHARMACEUTICALS LIMITED,9766.8676789999,NA
Ms Shujian Zheng,"HANGZHOU CLONGENE BIOTECH CO., LTD.","HANGZHOU CLONGENE BIOTECH CO., LTD.",9764.70579010248,200
Mr Huizhao Yang,"YUNNAN YUNLONG PHARMACEUTICAL CO., LTD.","YUNNAN YUNLONG PHARMACEUTICAL CO., LTD.",9757.31355793774,126
Mr Lihong Chen,"YUNNAN YUNLONG PHARMACEUTICAL CO., LTD.","YUNNAN YUNLONG PHARMACEUTICAL CO., LTD.",9757.31355793774,126
Mr Xuerong Ji,"YUNNAN YUNLONG PHARMACEUTICAL CO., LTD.","YUNNAN YUNLONG PHARMACEUTICAL CO., LTD.",9757.31355793774,126
Mr Ling Xue,"YUNNAN YUNLONG PHARMACEUTICAL CO., LTD.","YUNNAN YUNLONG PHARMACEUTICAL CO., LTD.",9757.31355793774,126
Mr Jianyun Yang,"YUNNAN YUNLONG PHARMACEUTICAL CO., LTD.","YUNNAN YUNLONG PHARMACEUTICAL CO., LTD.",9757.31355793774,126
Mr Chengfu Zhang,"SHANDONG PROVINCE FU PHARMACEUTICAL GROUP CO.,LTD","SHANDONG HAOFU PHARMACEUTICAL GROUP PHARMACY CO., LTD. (GUO: SHANDONG PROVINCE FU PHARMACEUTICAL GROUP CO.,LTD)",9723.02525904775,155
Dr. Ho Young Huh,"PLIANT THERAPEUTICS, INC.","PLIANT THERAPEUTICS, INC.",9685,124
Dr. Suzanne L Bruhn,"PLIANT THERAPEUTICS, INC.","PLIANT THERAPEUTICS, INC.",9685,124
Dr. Bernard J Coulie,"PLIANT THERAPEUTICS, INC.","PLIANT THERAPEUTICS, INC.",9685,124
Ms Gayle Crowell,"PLIANT THERAPEUTICS, INC.","PLIANT THERAPEUTICS, INC.",9685,124
Dr. John T Curnutte,"PLIANT THERAPEUTICS, INC.","PLIANT THERAPEUTICS, INC.",9685,124
Dr. Charles J. Homcy,"PLIANT THERAPEUTICS, INC.","PLIANT THERAPEUTICS, INC.",9685,124
Dr. Katharine Knobil,"PLIANT THERAPEUTICS, INC.","PLIANT THERAPEUTICS, INC.",9685,124
Dr. David Edmund Ian Pyott,"PLIANT THERAPEUTICS, INC.","PLIANT THERAPEUTICS, INC.",9685,124
Ms Smital Shah,"PLIANT THERAPEUTICS, INC.","PLIANT THERAPEUTICS, INC.",9685,124
Songshun Lin,"ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.","ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.",9636.70561210811,235
Mr Jinrong Cai,"ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.","ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.",9636.70561210811,235
Mr Qinggao Chen,"ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.","ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.",9636.70561210811,235
Guohua Lin,"ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.","ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.",9636.70561210811,235
Ms Ruiji Lin,"ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.","ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.",9636.70561210811,235
Mr Weiren Ye,"ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.","ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.",9636.70561210811,235
Mr Weiguang Zhang,"ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.","ZHEJIANG RUIXIN PHARMACEUTICAL CO.,LTD.",9636.70561210811,235
Mr Jimin Zhang,"LANZHOU TAIBAO PHARMACEUTICAL CO., LTD.","LANZHOU TAIBAO PHARMACEUTICAL CO., LTD.",9625.08956339955,200
Mr Qiang Li,"LANZHOU TAIBAO PHARMACEUTICAL CO., LTD.","LANZHOU TAIBAO PHARMACEUTICAL CO., LTD.",9625.08956339955,200
Mr Bihui Wang,"LANZHOU TAIBAO PHARMACEUTICAL CO., LTD.","LANZHOU TAIBAO PHARMACEUTICAL CO., LTD.",9625.08956339955,200
Wei Lv,NORTH CHINA PHARMACEUTICAL COMPANY.LTD,"NORTH CHINA PHARMACEUTICAL HEBEI HUANUO CO., LTD. (GUO: NORTH CHINA PHARMACEUTICAL COMPANY.LTD)",9616.35064065456,213
Mr Shurui Liu,NORTH CHINA PHARMACEUTICAL COMPANY.LTD,"NORTH CHINA PHARMACEUTICAL HEBEI HUANUO CO., LTD. (GUO: NORTH CHINA PHARMACEUTICAL COMPANY.LTD)",9616.35064065456,213
Ms Haiying Zhao,NORTH CHINA PHARMACEUTICAL COMPANY.LTD,"NORTH CHINA PHARMACEUTICAL HEBEI HUANUO CO., LTD. (GUO: NORTH CHINA PHARMACEUTICAL COMPANY.LTD)",9616.35064065456,213
Mr Vladislav Anatoliyovich Malinin,MIRAPHYTOS HOLDING LTD,PRIVATNE AKTRIONERNE TOVARISTVO FITOFARM (GUO: MIRAPHYTOS HOLDING LTD),9610.07498385943,294
Mr Shou-Cheng Yang,UNI-PRESIDENT ENTERPRISES CORP.,SCINO PHARM (CHANGSHU) PHARMACEUTICALS LTD. (GUO: UNI-PRESIDENT ENTERPRISES CORP.),9606.89562827349,NA
Mr Zhifang Chen,UNI-PRESIDENT ENTERPRISES CORP.,SCINO PHARM (CHANGSHU) PHARMACEUTICALS LTD. (GUO: UNI-PRESIDENT ENTERPRISES CORP.),9606.89562827349,NA
Ms Jingwen Lin,UNI-PRESIDENT ENTERPRISES CORP.,SCINO PHARM (CHANGSHU) PHARMACEUTICALS LTD. (GUO: UNI-PRESIDENT ENTERPRISES CORP.),9606.89562827349,NA
Liqiao Zhang,UNI-PRESIDENT ENTERPRISES CORP.,SCINO PHARM (CHANGSHU) PHARMACEUTICALS LTD. (GUO: UNI-PRESIDENT ENTERPRISES CORP.),9606.89562827349,NA
Mr Ido Nehushtan,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Mr Yagana Reuven,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Mr Ehud Amir,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Mr Ran Amir,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Mr Yaron Cherny,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Ms Meirav Dudek,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Mr Roni Gnazia,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Mr Shimon Bar Kama,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Mr Bezalel Livne,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Ms Gila Loker,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Mr Tal Raveh,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Ms Iris Even Tov,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Ms Ada Bar Kama,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Mr Nir Peles,CANNASSURE THERAPEUTICS LIMITED,CANNASSURE THERAPEUTICS LIMITED,9599.6022003293,30
Mr Linbo Shi,LINBO SHI,"FUJIAN HAIXIN PHARMACEUTICAL CO., LTD. (GUO: LINBO SHI)",9588.66972658038,120
Mr Youbao Chen,LINBO SHI,"FUJIAN HAIXIN PHARMACEUTICAL CO., LTD. (GUO: LINBO SHI)",9588.66972658038,120
Lifeng Meng,LINBO SHI,"FUJIAN HAIXIN PHARMACEUTICAL CO., LTD. (GUO: LINBO SHI)",9588.66972658038,120
Mr Yang Shi,LINBO SHI,"FUJIAN HAIXIN PHARMACEUTICAL CO., LTD. (GUO: LINBO SHI)",9588.66972658038,120
Mr Baochen Wei,LINBO SHI,"FUJIAN HAIXIN PHARMACEUTICAL CO., LTD. (GUO: LINBO SHI)",9588.66972658038,120
Mr Rongfang Wu,LINBO SHI,"FUJIAN HAIXIN PHARMACEUTICAL CO., LTD. (GUO: LINBO SHI)",9588.66972658038,120
Mr Xiong Ye,LINBO SHI,"FUJIAN HAIXIN PHARMACEUTICAL CO., LTD. (GUO: LINBO SHI)",9588.66972658038,120
Ms Ying Zhang,LINBO SHI,"FUJIAN HAIXIN PHARMACEUTICAL CO., LTD. (GUO: LINBO SHI)",9588.66972658038,120
Mr Song Zhao,LINBO SHI,"FUJIAN HAIXIN PHARMACEUTICAL CO., LTD. (GUO: LINBO SHI)",9588.66972658038,120
Doctor Jane Veronica Griffiths,MR CHARLES GREENJEREMY,REDX PHARMA PLC (GUO: MR CHARLES GREENJEREMY),9587.0513767004,NA
Dr Joseph Anderson,MR CHARLES GREENJEREMY,REDX PHARMA PLC (GUO: MR CHARLES GREENJEREMY),9587.0513767004,NA
Ms Lisa Mary Whewell Anson,MR CHARLES GREENJEREMY,REDX PHARMA PLC (GUO: MR CHARLES GREENJEREMY),9587.0513767004,NA
Ms Natalie Brittenham Berner,MR CHARLES GREENJEREMY,REDX PHARMA PLC (GUO: MR CHARLES GREENJEREMY),9587.0513767004,NA
Dr. Thomas Henry Burt,MR CHARLES GREENJEREMY,REDX PHARMA PLC (GUO: MR CHARLES GREENJEREMY),9587.0513767004,NA
Dr. Naturwissenschaften Bernhard Jurgen Kirschbaum,MR CHARLES GREENJEREMY,REDX PHARMA PLC (GUO: MR CHARLES GREENJEREMY),9587.0513767004,NA
Mr Peter Eric Presland,MR CHARLES GREENJEREMY,REDX PHARMA PLC (GUO: MR CHARLES GREENJEREMY),9587.0513767004,NA
Dr. Robert Andrew Donald Scott,MR CHARLES GREENJEREMY,REDX PHARMA PLC (GUO: MR CHARLES GREENJEREMY),9587.0513767004,NA
Ms Sarah Lucinda Gordon Wild,MR CHARLES GREENJEREMY,REDX PHARMA PLC (GUO: MR CHARLES GREENJEREMY),9587.0513767004,NA
Dr. Ahmed Mahmoud Makled,DR. AHMED MAHMOUD MAKLED,HOCHSTER PHARMACEUTICAL INDUSTRIES COMPANY SAE (GUO: DR. AHMED MAHMOUD MAKLED),9577.87111401558,370
Shimei Cao,"YIFAN PHARMACEUTICAL CO.,LTD.","SUZHOU YIFAN PHARMACEUTICAL CO., LTD. (GUO: YIFAN PHARMACEUTICAL CO.,LTD.)",9573.97937223315,182
Gi Dong Hong,"S.BIO MEDICS CO.,LTD.","S.BIO MEDICS CO.,LTD.",9557.8407405382,NA
Jeong Sun Jang,"S.BIO MEDICS CO.,LTD.","S.BIO MEDICS CO.,LTD.",9557.8407405382,NA
Mr Se Gyun Jeong,"S.BIO MEDICS CO.,LTD.","S.BIO MEDICS CO.,LTD.",9557.8407405382,NA
Mr Cheol Yong Park,"S.BIO MEDICS CO.,LTD.","S.BIO MEDICS CO.,LTD.",9557.8407405382,NA
Mr Jong Sin Shin,"S.BIO MEDICS CO.,LTD.","S.BIO MEDICS CO.,LTD.",9557.8407405382,NA
Mr Girish Madanlal Dhameja,CORAL LABORATORIES LIMITED,CORAL LABORATORIES LIMITED,9555.22559645399,109
Mr Malay Sureshkumar Doshi,CORAL LABORATORIES LIMITED,CORAL LABORATORIES LIMITED,9555.22559645399,109
Ms Purvi Chetan Doshi,CORAL LABORATORIES LIMITED,CORAL LABORATORIES LIMITED,9555.22559645399,109
Ms Sushma Shashi Kadkade,CORAL LABORATORIES LIMITED,CORAL LABORATORIES LIMITED,9555.22559645399,109
Ms Sheela Rupesh Kamdar,CORAL LABORATORIES LIMITED,CORAL LABORATORIES LIMITED,9555.22559645399,109
Mr Sanket Ravindra Mehta,CORAL LABORATORIES LIMITED,CORAL LABORATORIES LIMITED,9555.22559645399,109
Mr Rajendrasinh Ajitsinh Rana,CORAL LABORATORIES LIMITED,CORAL LABORATORIES LIMITED,9555.22559645399,109
Mr Saurabh Chandrakant Shah,CORAL LABORATORIES LIMITED,CORAL LABORATORIES LIMITED,9555.22559645399,109
Mr Saurabh Jitendrakumar Shah,CORAL LABORATORIES LIMITED,CORAL LABORATORIES LIMITED,9555.22559645399,109
Mr Saurabh Kamlesh Shah,CORAL LABORATORIES LIMITED,CORAL LABORATORIES LIMITED,9555.22559645399,109
Mr Suiqing He,YI XIN ZHI GONG BAO ZHANG JI JIN XIE HUI,"ZHEJIANG YIXIN PHARMACEUTICAL CO., LTD. (GUO: YI XIN ZHI GONG BAO ZHANG JI JIN XIE HUI)",9545.2107616365,241
Mr Xinjian Shi,YI XIN ZHI GONG BAO ZHANG JI JIN XIE HUI,"ZHEJIANG YIXIN PHARMACEUTICAL CO., LTD. (GUO: YI XIN ZHI GONG BAO ZHANG JI JIN XIE HUI)",9545.2107616365,241
Mr Lenian Wang,YI XIN ZHI GONG BAO ZHANG JI JIN XIE HUI,"ZHEJIANG YIXIN PHARMACEUTICAL CO., LTD. (GUO: YI XIN ZHI GONG BAO ZHANG JI JIN XIE HUI)",9545.2107616365,241
Suming Xu,YI XIN ZHI GONG BAO ZHANG JI JIN XIE HUI,"ZHEJIANG YIXIN PHARMACEUTICAL CO., LTD. (GUO: YI XIN ZHI GONG BAO ZHANG JI JIN XIE HUI)",9545.2107616365,241
Mr Liyuan Zheng,YI XIN ZHI GONG BAO ZHANG JI JIN XIE HUI,"ZHEJIANG YIXIN PHARMACEUTICAL CO., LTD. (GUO: YI XIN ZHI GONG BAO ZHANG JI JIN XIE HUI)",9545.2107616365,241
Ms Chaodong Wang,MR CHAO DONG WANG,"WUHAN ZY PHARMACEUTICALS CO.,LTD (GUO: MR CHAO DONG WANG)",9537.01611758769,195
Yuan Hu,MR CHAO DONG WANG,"WUHAN ZY PHARMACEUTICALS CO.,LTD (GUO: MR CHAO DONG WANG)",9537.01611758769,195
Bin Jiang,MR CHAO DONG WANG,"WUHAN ZY PHARMACEUTICALS CO.,LTD (GUO: MR CHAO DONG WANG)",9537.01611758769,195
Shenghou Jie,MR CHAO DONG WANG,"WUHAN ZY PHARMACEUTICALS CO.,LTD (GUO: MR CHAO DONG WANG)",9537.01611758769,195
Man Zhang,MR CHAO DONG WANG,"WUHAN ZY PHARMACEUTICALS CO.,LTD (GUO: MR CHAO DONG WANG)",9537.01611758769,195
Mr Xiangbi Hong,AMOY SEA GREAT ZHI YUAN INVESTMENT MANAGEMENT PARTNERSHIP BUSINESS (LIMITED PARTNERSHIP),"SHANDONG TAIHUA BIOTECH CO.,LTD (GUO: AMOY SEA GREAT ZHI YUAN INVESTMENT MANAGEMENT PARTNERSHIP BUSINESS (LIMITED PARTNERSHIP))",9534.21132203937,32
Mr Boqiang Hong,AMOY SEA GREAT ZHI YUAN INVESTMENT MANAGEMENT PARTNERSHIP BUSINESS (LIMITED PARTNERSHIP),"SHANDONG TAIHUA BIOTECH CO.,LTD (GUO: AMOY SEA GREAT ZHI YUAN INVESTMENT MANAGEMENT PARTNERSHIP BUSINESS (LIMITED PARTNERSHIP))",9534.21132203937,32
Mr Jianhua Hong,AMOY SEA GREAT ZHI YUAN INVESTMENT MANAGEMENT PARTNERSHIP BUSINESS (LIMITED PARTNERSHIP),"SHANDONG TAIHUA BIOTECH CO.,LTD (GUO: AMOY SEA GREAT ZHI YUAN INVESTMENT MANAGEMENT PARTNERSHIP BUSINESS (LIMITED PARTNERSHIP))",9534.21132203937,32
Mr Jingzhu Hong,AMOY SEA GREAT ZHI YUAN INVESTMENT MANAGEMENT PARTNERSHIP BUSINESS (LIMITED PARTNERSHIP),"SHANDONG TAIHUA BIOTECH CO.,LTD (GUO: AMOY SEA GREAT ZHI YUAN INVESTMENT MANAGEMENT PARTNERSHIP BUSINESS (LIMITED PARTNERSHIP))",9534.21132203937,32
Mr Kunping Hong,AMOY SEA GREAT ZHI YUAN INVESTMENT MANAGEMENT PARTNERSHIP BUSINESS (LIMITED PARTNERSHIP),"SHANDONG TAIHUA BIOTECH CO.,LTD (GUO: AMOY SEA GREAT ZHI YUAN INVESTMENT MANAGEMENT PARTNERSHIP BUSINESS (LIMITED PARTNERSHIP))",9534.21132203937,32
Hua Bai,"ZHEJIANG HAISHENG PHARMACEUTICAL CO., LTD.","ZHEJIANG HAISHENG PHARMACEUTICAL CO., LTD.",9528.83713752031,NA
Ms Xiuyun Cai,"ZHEJIANG HAISHENG PHARMACEUTICAL CO., LTD.","ZHEJIANG HAISHENG PHARMACEUTICAL CO., LTD.",9528.83713752031,NA
Mr Xuliang Lin,"ZHEJIANG HAISHENG PHARMACEUTICAL CO., LTD.","ZHEJIANG HAISHENG PHARMACEUTICAL CO., LTD.",9528.83713752031,NA
Mr Haibin Wang,"ZHEJIANG HAISHENG PHARMACEUTICAL CO., LTD.","ZHEJIANG HAISHENG PHARMACEUTICAL CO., LTD.",9528.83713752031,NA
